Designator,Mid X,Mid Y,Layer,Rotation,Ref-X(mm),Ref-Y(mm)
P6,62.400700mm,49.207060mm,Top,0.0,62.400700mm,49.207060mm
P7,36.728160mm,129.300000mm,Top,180.0,36.728160mm,129.300000mm
P8,101.500000mm,86.400000mm,Top,0.0,101.500000mm,86.400000mm
P9,66.500000mm,73.200000mm,Top,90.0,66.500000mm,73.200000mm
P10,45.200000mm,84.800000mm,Top,0.0,45.200000mm,84.800000mm
P11,29.800000mm,81.900000mm,Top,180.0,29.800000mm,81.900000mm
P12,29.800000mm,84.800000mm,Top,0.0,29.800000mm,84.800000mm
P13,32.700000mm,81.900000mm,Top,180.0,32.700000mm,81.900000mm
P14,32.700000mm,84.778880mm,Top,0.0,32.700000mm,84.778880mm
P15,48.000000mm,82.000000mm,Top,180.0,48.000000mm,82.000000mm
P16,69.300000mm,76.000000mm,Top,-90.0,69.300000mm,76.000000mm
P17,69.300000mm,67.600000mm,Top,-90.0,69.300000mm,67.600000mm
P18,66.500000mm,70.400000mm,Top,90.0,66.500000mm,70.400000mm
P20,66.500000mm,76.000000mm,Top,90.0,66.500000mm,76.000000mm
P22,69.300000mm,73.200000mm,Top,-90.0,69.300000mm,73.200000mm
P23,48.000000mm,84.800000mm,Top,0.0,48.000000mm,84.800000mm
P24,124.000000mm,47.000000mm,Top,0.0,124.000000mm,47.000000mm
P25,124.000000mm,44.164880mm,Top,180.0,124.000000mm,44.164880mm
P26,79.200700mm,82.200880mm,Top,180.0,79.200700mm,82.200880mm
P27,82.011360mm,85.007060mm,Top,0.0,82.011360mm,85.007060mm
P28,82.011360mm,82.200880mm,Top,180.0,82.011360mm,82.200880mm
P29,121.000000mm,47.000000mm,Top,0.0,121.000000mm,47.000000mm
P30,121.000000mm,44.164880mm,Top,180.0,121.000000mm,44.164880mm
P31,118.000000mm,47.000000mm,Top,0.0,118.000000mm,47.000000mm
P32,118.000000mm,44.164880mm,Top,180.0,118.000000mm,44.164880mm
P33,92.400000mm,88.900000mm,Top,0.0,92.400000mm,88.900000mm
P34,108.000000mm,89.200000mm,Top,0.0,108.000000mm,89.200000mm
P36,108.000000mm,86.400000mm,Top,180.0,108.000000mm,86.400000mm
P37,111.000000mm,89.200000mm,Top,0.0,111.000000mm,89.200000mm
P38,105.000000mm,89.200000mm,Top,0.0,105.000000mm,89.200000mm
P40,79.200000mm,85.000000mm,Top,0.0,79.200000mm,85.000000mm
P41,105.000000mm,86.400000mm,Top,180.0,105.000000mm,86.400000mm
P43,86.500000mm,88.900000mm,Top,0.0,86.500000mm,88.900000mm
P44,89.500000mm,86.000000mm,Top,-90.0,89.500000mm,86.000000mm
P45,89.500000mm,88.900000mm,Top,0.0,89.500000mm,88.900000mm
P46,64.810960mm,128.300000mm,Top,180.0,64.810960mm,128.300000mm
P47,59.310960mm,134.800000mm,Top,0.0,59.310960mm,134.800000mm
P48,61.310960mm,128.300000mm,Top,180.0,61.310960mm,128.300000mm
P49,53.310960mm,134.800000mm,Top,0.0,53.310960mm,134.800000mm
P50,54.060960mm,129.800880mm,Top,0.0,54.060960mm,129.800880mm
P51,45.810960mm,128.300000mm,Top,180.0,45.810960mm,128.300000mm
P52,129.410960mm,134.795000mm,Top,180.0,129.410960mm,134.795000mm
P53,119.910960mm,134.795000mm,Top,180.0,119.910960mm,134.795000mm
P55,107.710560mm,134.794120mm,Top,180.0,107.710560mm,134.794120mm
P56,104.510960mm,134.795000mm,Top,180.0,104.510960mm,134.795000mm
R1,122.829152mm,59.785509mm,Top,180.0,122.829152mm,59.785509mm
R2,28.035960mm,115.100000mm,Top,-90.0,28.035960mm,115.100000mm
R3,88.700700mm,83.807060mm,Top,0.0,88.700700mm,83.807060mm
R4,120.700000mm,119.600000mm,Top,0.0,120.700000mm,119.600000mm
R5,30.585960mm,115.100000mm,Top,-90.0,30.585960mm,115.100000mm
R6,68.110209mm,88.050750mm,Top,180.0,68.110209mm,88.050750mm
R7,41.400000mm,101.000000mm,Top,180.0,41.400000mm,101.000000mm
R10,85.900000mm,136.000000mm,Top,-90.0,85.900000mm,136.000000mm
R11,88.500000mm,136.000000mm,Top,-90.0,88.500000mm,136.000000mm
R12,127.410960mm,128.295000mm,Top,90.0,127.410960mm,128.295000mm
R13,73.029360mm,7.100000mm,Top,0.0,73.029360mm,7.100000mm
R14,101.800700mm,109.707060mm,Top,180.0,101.800700mm,109.707060mm
R15,101.800700mm,107.807060mm,Top,180.0,101.800700mm,107.807060mm
R16,93.700700mm,108.707060mm,Top,270.0,93.700700mm,108.707060mm
R17,125.910960mm,134.795000mm,Top,90.0,125.910960mm,134.795000mm
R18,120.305000mm,125.400000mm,Top,180.0,120.305000mm,125.400000mm
R19,110.910960mm,134.795000mm,Top,90.0,110.910960mm,134.795000mm
R20,54.011360mm,124.530880mm,Top,90.0,54.011360mm,124.530880mm
R21,109.410960mm,118.250001mm,Top,90.0,109.410960mm,118.250001mm
R22,83.300000mm,136.000000mm,Top,-90.0,83.300000mm,136.000000mm
R23,51.850000mm,122.550000mm,Top,0.0,51.850000mm,122.550000mm
R24,107.410960mm,124.245001mm,Top,90.0,107.410960mm,124.245001mm
R25,132.910960mm,134.800000mm,Top,90.0,132.910960mm,134.800000mm
R26,134.410960mm,128.295000mm,Top,90.0,134.410960mm,128.295000mm
R27,109.410960mm,122.495000mm,Top,-90.0,109.410960mm,122.495000mm
R28,62.310960mm,134.800000mm,Top,90.0,62.310960mm,134.800000mm
R29,56.310960mm,134.800000mm,Top,90.0,56.310960mm,134.800000mm
R30,58.310960mm,128.300000mm,Top,90.0,58.310960mm,128.300000mm
R31,50.310960mm,134.800000mm,Top,90.0,50.310960mm,134.800000mm
R32,51.700700mm,128.300000mm,Top,90.0,51.700700mm,128.300000mm
R33,47.310960mm,134.800000mm,Top,90.0,47.310960mm,134.800000mm
R34,48.810960mm,128.300000mm,Top,90.0,48.810960mm,128.300000mm
R35,44.310960mm,134.800000mm,Top,90.0,44.310960mm,134.800000mm
R36,41.310960mm,134.800000mm,Top,90.0,41.310960mm,134.800000mm
R37,42.810960mm,128.300000mm,Top,90.0,42.810960mm,128.300000mm
R38,38.310960mm,134.800000mm,Top,90.0,38.310960mm,134.800000mm
R39,39.810960mm,128.300000mm,Top,90.0,39.810960mm,128.300000mm
R40,35.310960mm,134.800000mm,Top,90.0,35.310960mm,134.800000mm
R42,32.810960mm,128.300000mm,Top,90.0,32.810960mm,128.300000mm
R43,122.910960mm,134.795000mm,Top,90.0,122.910960mm,134.795000mm
R44,122.505960mm,129.550000mm,Top,0.0,122.505960mm,129.550000mm
R45,118.400000mm,121.505000mm,Top,90.0,118.400000mm,121.505000mm
R46,113.700000mm,134.800000mm,Top,90.0,113.700000mm,134.800000mm
R47,116.550000mm,134.800000mm,Top,90.0,116.550000mm,134.800000mm
R48,109.410960mm,128.295000mm,Top,90.0,109.410960mm,128.295000mm
R49,101.910960mm,134.844099mm,Top,90.0,101.910960mm,134.844099mm
R50,72.950000mm,11.200000mm,Top,0.0,72.950000mm,11.200000mm
S1,67.029360mm,17.204880mm,Top,-90.0,67.029360mm,17.204880mm
S2,71.029360mm,17.204880mm,Top,-90.0,71.029360mm,17.204880mm
U1,63.900000mm,34.400000mm,Top,180.0,63.900000mm,34.400000mm
U2,144.510000mm,46.655000mm,Top,-90.0,144.510000mm,46.655000mm
U3,126.500000mm,87.800000mm,Top,180.0,126.500000mm,87.800000mm
U4,135.600000mm,17.125000mm,Top,0.0,135.600000mm,17.125000mm
